,Comment,comment_clean,sentiment_scores,compound_score,sentence_sentiment
4727,Student completed tasks as mentioned. Still collecting system requirements from stakeholders as the coding continues.,student completed tasks as mentioned still collecting system requirements from stakeholders as the coding continues,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
4728,He has learnt a lot and gained practical knowledge in computer systems. He is an active individual,he has learnt a lot and gained practical knowledge in computer systems he is an active individual,"{'neg': 0.0, 'neu': 0.739, 'pos': 0.261, 'compound': 0.6486}",0.6486,Good
4729,"Thanks, this was completed to my satisfaction.",thanks this was completed to my satisfaction,"{'neg': 0.0, 'neu': 0.463, 'pos': 0.537, 'compound': 0.7003}",0.7003,Good
4730,"week 7. this was her final week. In this she did her summary in all departments and started on her final report. 
it's been good working with Mutooni. She's a quick learner and organized, always finished assigned tasks. If she continues with the determination, she will be successful in whatever she does.","week this was her final week in this she did her summary in all departments and started on her final report 
its been good working with mutooni shes a quick learner and organized always finished assigned tasks if she continues with the determination she will be successful in whatever she does","{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.8555}",0.8555,Excellent
4731,Stella is willing to learn and add on her skills. She has expressed interest in data science through doing self tests on different datasets. We look forward to working with her on our Data manipulation system.,stella is willing to learn and add on her skills she has expressed interest in data science through doing self tests on different datasets we look forward to working with her on our data manipulation system,"{'neg': 0.056, 'neu': 0.867, 'pos': 0.077, 'compound': 0.2023}",0.2023,Good
4733,This week was dedicated to the Ministry website re-design and on design of a document management system for the department. The Linda together with other Interns discussed the system requirements with the Supervisor.,this week was dedicated to the ministry website redesign and on design of a document management system for the department the linda together with other interns discussed the system requirements with the supervisor,"{'neg': 0.0, 'neu': 0.914, 'pos': 0.086, 'compound': 0.4588}",0.4588,Good
4734,Yet to see the system running on the stick. Otherwise has generally been a good student,yet to see the system running on the stick otherwise has generally been a good student,"{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4404}",0.4404,Good
4735,"Great Samson, for putting in time to practice what you have learnt, more practice for the best.",great samson for putting in time to practice what you have learnt more practice for the best,"{'neg': 0.0, 'neu': 0.644, 'pos': 0.356, 'compound': 0.8519}",0.8519,Excellent
4736,"Indeed, Samson has always given in his best to practice, and has managed to implement the front-end of the project. Thanks for giving in time to practice and for the project. Try your best to finalize the remaining part within the shortest time.",indeed samson has always given in his best to practice and has managed to implement the frontend of the project thanks for giving in time to practice and for the project try your best to finalize the remaining part within the shortest time,"{'neg': 0.0, 'neu': 0.74, 'pos': 0.26, 'compound': 0.9287}",0.9287,Excellent
4738,understood incident management,understood incident management,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
4739,learnt how to provision zoom licences,learnt how to provision zoom licences,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
4740,understood the different components of the DC,understood the different components of the dc,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
4741,the student was exposed to practical aspects of cloud computing and how NITA-U provisions cloud resources,the student was exposed to practical aspects of cloud computing and how nitau provisions cloud resources,"{'neg': 0.08, 'neu': 0.92, 'pos': 0.0, 'compound': -0.0772}",-0.0772,Poor
4742,exposure to Service requests and how they are related to service level agreements with clients,exposure to service requests and how they are related to service level agreements with clients,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.2732}",0.2732,Good
4743,exposed to interactive web applications and how they are used to deliver e-services to clients,exposed to interactive web applications and how they are used to deliver eservices to clients,"{'neg': 0.085, 'neu': 0.915, 'pos': 0.0, 'compound': -0.0772}",-0.0772,Poor
4745,"the intern learned organizational design, set up and management which form a greater part of information systems management",the intern learned organizational design set up and management which form a greater part of information systems management,"{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.3612}",0.3612,Good
4746,Always refer to the documentation. always,always refer to the documentation always,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
4747,the intern understood how to troubleshoot software-related challenges especially from the windows environment,the intern understood how to troubleshoot softwarerelated challenges especially from the windows environment,"{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.2732}",0.2732,Good
4748,"Good work on the sms, Don't hesitate to ask me about anything regarding sms implementation",good work on the sms dont hesitate to ask me about anything regarding sms implementation,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.5739}",0.5739,Good
4749,"The student got troubleshooting skills regarding the challenges experienced in installing FTP on virtual machines, how FTP can be used to transfer files on a network.",the student got troubleshooting skills regarding the challenges experienced in installing ftp on virtual machines how ftp can be used to transfer files on a network,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.25}",0.25,Good
4750,Jonathan was exposed to the functionalities and components of the DC.,jonathan was exposed to the functionalities and components of the dc,"{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.0772}",-0.0772,Poor
4751,She is such a good team player,she is such a good team player,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",0.4404,Good
4752,he loves databases and he has been improving every day,he loves databases and he has been improving every day,"{'neg': 0.0, 'neu': 0.552, 'pos': 0.448, 'compound': 0.7579}",0.7579,Good
4753,chemutai is commited student,chemutai is commited student,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
4754,Emmanuel has successfully implemented file upload to the data manipulation system and also went ahead to add a model for storing the csv so as to generate graphs and some visualization from it. Great work so far and his progress is promising.,emmanuel has successfully implemented file upload to the data manipulation system and also went ahead to add a model for storing the csv so as to generate graphs and some visualization from it great work so far and his progress is promising,"{'neg': 0.042, 'neu': 0.712, 'pos': 0.246, 'compound': 0.891}",0.891,Excellent
4756,"Indeed, Emmanuel has always given in his best to practice, and has managed to implement his own machine learning project, so that he can apply all the skills he has acquired throughout this internship. Thanks for giving in time to practice and for the project. Try your best to finalize the remaining part within the shortest time.",indeed emmanuel has always given in his best to practice and has managed to implement his own machine learning project so that he can apply all the skills he has acquired throughout this internship thanks for giving in time to practice and for the project try your best to finalize the remaining part within the shortest time,"{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.9287}",0.9287,Excellent
4758,Challenged by fixed university program,challenged by fixed university program,"{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.1027}",-0.1027,Poor
4760,Emmanuel finalized with the internship data manipulation system using Django as the back-end due to his commitment and sacrifice. We are looking forward to working with you in future projects.,emmanuel finalized with the internship data manipulation system using django as the backend due to his commitment and sacrifice we are looking forward to working with you in future projects,"{'neg': 0.067, 'neu': 0.854, 'pos': 0.079, 'compound': 0.1027}",0.1027,Good
4761,He is promising,he is promising,"{'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019}",0.4019,Good
4763,Always on time and willing to work in group settings.,always on time and willing to work in group settings,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
4764,Good and can execute better,good and can execute better,"{'neg': 0.0, 'neu': 0.341, 'pos': 0.659, 'compound': 0.7003}",0.7003,Good
4765,Better time management and task completion; let's keep it that way,better time management and task completion lets keep it that way,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}",0.4404,Good
4766,You have demonstrated great willingness to work and having tasks completed on time. Keep it up,you have demonstrated great willingness to work and having tasks completed on time keep it up,"{'neg': 0.0, 'neu': 0.693, 'pos': 0.307, 'compound': 0.7351}",0.7351,Good
4767,She was taken through some field work that entailed moving around campus and having a feel of the network devices like wireless APs' as well as interacting with hardware equipment and servicing,she was taken through some field work that entailed moving around campus and having a feel of the network devices like wireless aps as well as interacting with hardware equipment and servicing,"{'neg': 0.0, 'neu': 0.867, 'pos': 0.133, 'compound': 0.5574}",0.5574,Good
4768,Ms. Rashidah has maintained  consistency in ensuring that tasks allocated to her are handled with high technical competence. She is encouraged to continue doing more desk research.,ms rashidah has maintained  consistency in ensuring that tasks allocated to her are handled with high technical competence she is encouraged to continue doing more desk research,"{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.5574}",0.5574,Good
4769,Ms. Rashdah is encouraged to continue research on asset and service level management. The teamwork levels are very good.Keep it up,ms rashdah is encouraged to continue research on asset and service level management the teamwork levels are very goodkeep it up,"{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.6124}",0.6124,Good
4770,"Created good rapport with the team during induction, and picked up well on the collaboration tools. Was able to clone the two main organisation repositories i.e backend and frontend",created good rapport with the team during induction and picked up well on the collaboration tools was able to clone the two main organisation repositories ie backend and frontend,"{'neg': 0.0, 'neu': 0.788, 'pos': 0.212, 'compound': 0.7184}",0.7184,Good
4771,"Curious and inquisitive, managed to set up the repos with initial onboarding from more experienced colleagues on the team. Showed initiative by setting up a flask app to better understand the setup structure",curious and inquisitive managed to set up the repos with initial onboarding from more experienced colleagues on the team showed initiative by setting up a flask app to better understand the setup structure,"{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.7096}",0.7096,Good
4772,This is one of the best things done because it has reduced our power consumption. Keep it up,this is one of the best things done because it has reduced our power consumption keep it up,"{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.6369}",0.6369,Good
4773,Awath showed a good leadership spirit by helping fellow interns set up the code base and also manage to interact with it. Demonstrated the ability to work with concepts new to him like working with environment variables. Satisfactory time management in attending meetings,awath showed a good leadership spirit by helping fellow interns set up the code base and also manage to interact with it demonstrated the ability to work with concepts new to him like working with environment variables satisfactory time management in attending meetings,"{'neg': 0.0, 'neu': 0.724, 'pos': 0.276, 'compound': 0.9022}",0.9022,Excellent
4774,Meticulously executed his task and raise a Pull Request to commit the changes to the staging environment. Followed the team standards and got his work reviewed and merged.,meticulously executed his task and raise a pull request to commit the changes to the staging environment followed the team standards and got his work reviewed and merged,"{'neg': 0.0, 'neu': 0.925, 'pos': 0.075, 'compound': 0.296}",0.296,Good
4775,He is determined to finish what he started and that is a very good quality in a developer most of the time.,he is determined to finish what he started and that is a very good quality in a developer most of the time,"{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.6801}",0.6801,Good
4776,he loves databases and will be a good database adminstrator,he loves databases and will be a good database adminstrator,"{'neg': 0.0, 'neu': 0.548, 'pos': 0.452, 'compound': 0.765}",0.765,Good
4777,he will be a good database adminstrator,he will be a good database adminstrator,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",0.4404,Good
4778,"Despite David being being beginner in flutter, he has expressed his commitment through successfully integrating the front and back end of the application using Firebase.",despite david being being beginner in flutter he has expressed his commitment through successfully integrating the front and back end of the application using firebase,"{'neg': 0.0, 'neu': 0.799, 'pos': 0.201, 'compound': 0.7003}",0.7003,Good
4779,"Managed to research and present his findings about a task testing his understanding of the python DateTime module. Worked on his minimal flask application, reviewed and advised to proceed with the next stage of the application. Timely attendance of meetings. Asked questions when he needed a better understanding of a concept.",managed to research and present his findings about a task testing his understanding of the python datetime module worked on his minimal flask application reviewed and advised to proceed with the next stage of the application timely attendance of meetings asked questions when he needed a better understanding of a concept,"{'neg': 0.0, 'neu': 0.945, 'pos': 0.055, 'compound': 0.4404}",0.4404,Good
4780,"Led a successful team sprint alongside other interns, and managed to deploy his flask application on the cranecloud platform demonstrating a good understanding of the platform. Took the initiative of reminding his teammates to join sprint meetings and a demo.",led a successful team sprint alongside other interns and managed to deploy his flask application on the cranecloud platform demonstrating a good understanding of the platform took the initiative of reminding his teammates to join sprint meetings and a demo,"{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.836}",0.836,Good
4781,"Since internship is almost done, I encourage Maria to start writing end of internship report and also concentrate on completing any pending assignment at campus.",since internship is almost done i encourage maria to start writing end of internship report and also concentrate on completing any pending assignment at campus,"{'neg': 0.0, 'neu': 0.888, 'pos': 0.112, 'compound': 0.4654}",0.4654,Good
4782,"Despite a few challenges, Maria has managed to complete internship. She is supposed to present end of internship report explaining in detail all the new skills she has acquired.",despite a few challenges maria has managed to complete internship she is supposed to present end of internship report explaining in detail all the new skills she has acquired,"{'neg': 0.042, 'neu': 0.958, 'pos': 0.0, 'compound': -0.0572}",-0.0572,Poor
4783,Was part of the team that discussed a new feature on using credits as part of the platform billing.,was part of the team that discussed a new feature on using credits as part of the platform billing,"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.3612}",0.3612,Good
4784,Successfully executed feedback on tasks he was working on and led pre-demo and demo meetings successfully. Was more confident during his presentations. Successfully completed the eight-week internship as required by the University,successfully executed feedback on tasks he was working on and led predemo and demo meetings successfully was more confident during his presentations successfully completed the eightweek internship as required by the university,"{'neg': 0.0, 'neu': 0.681, 'pos': 0.319, 'compound': 0.92}",0.92,Excellent
4785,"Student learnt about the topics and completed the abovementioned tasks as mentioned above to satisfaction. Overall, the student has been helpful to the organization and seems to have benefited in terms of knowledge during the internship period.",student learnt about the topics and completed the abovementioned tasks as mentioned above to satisfaction overall the student has been helpful to the organization and seems to have benefited in terms of knowledge during the internship period,"{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.6908}",0.6908,Good
4786,Good Understanding of the Linux Operating Systems,good understanding of the linux operating systems,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",0.4404,Good
4787,Work has started on the building of a regression model to predict the number of data points per month. She has successfully completed the EDA and data cleaning to prepare the data for modelling. I have also given her a reading exercise about how to handle missing data.,work has started on the building of a regression model to predict the number of data points per month she has successfully completed the eda and data cleaning to prepare the data for modelling i have also given her a reading exercise about how to handle missing data,"{'neg': 0.043, 'neu': 0.87, 'pos': 0.087, 'compound': 0.3182}",0.3182,Good
4788,She has completed the tasks given to her albeit with some minor issues. This involved identifying which features to use and what to use as the target variable. She was able to group the number of data points by month which was the main hidden task in this assignment and I am impressed.,she has completed the tasks given to her albeit with some minor issues this involved identifying which features to use and what to use as the target variable she was able to group the number of data points by month which was the main hidden task in this assignment and i am impressed,"{'neg': 0.0, 'neu': 0.921, 'pos': 0.079, 'compound': 0.5267}",0.5267,Good
4789,She has created her first regression model which is an important milestone. There were a few concerns about the selection of features used to model the target variable and in the next few weeks we shall work on how to improve the baseline. I have also asked her to read about the different metrics for evaluating regression models,she has created her first regression model which is an important milestone there were a few concerns about the selection of features used to model the target variable and in the next few weeks we shall work on how to improve the baseline i have also asked her to read about the different metrics for evaluating regression models,"{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.6908}",0.6908,Good
4790,We have put a pause on internship activities this week to enable the students focus on their tests and assignments.,we have put a pause on internship activities this week to enable the students focus on their tests and assignments,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
4791,Felix finalized with the internship data manipulation system using Django as the back-end due to his commitment and sacrifice. Thanks for being cooperative,felix finalized with the internship data manipulation system using django as the backend due to his commitment and sacrifice thanks for being cooperative,"{'neg': 0.079, 'neu': 0.722, 'pos': 0.199, 'compound': 0.5106}",0.5106,Good
4792,I have reviewed Halimah's submissions this week and I am impressed with progress she has made on the end -to-end pipeline for the regression  model which now includes the evaluation part. She has also been advised on how to prepare the categorical variables to avoid potential misrepresentation of features in the dataset.,i have reviewed halimahs submissions this week and i am impressed with progress she has made on the end toend pipeline for the regression  model which now includes the evaluation part she has also been advised on how to prepare the categorical variables to avoid potential misrepresentation of features in the dataset,"{'neg': 0.088, 'neu': 0.812, 'pos': 0.1, 'compound': 0.1779}",0.1779,Good
4793,Jesse is highly dedicated to his work and he has a firm grasp of software foundations,jesse is highly dedicated to his work and he has a firm grasp of software foundations,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.5095}",0.5095,Good
4794,Your learning velocity this week has improved a lot.,your learning velocity this week has improved a lot,"{'neg': 0.0, 'neu': 0.721, 'pos': 0.279, 'compound': 0.4767}",0.4767,Good
4795,Your learning velocity could improve this week.,your learning velocity could improve this week,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",0.4404,Good
4796,Your learning velocity could improve,your learning velocity could improve,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,Good
4797,"He has shown outstanding skills in multi-tasking where he has integrated Firebase to the business to business flutter application on the login and signup pages, as well as integrating Django back-end to the data manipulation system. With time, Joshua will be a very great developer. Put in more efforts and don't give up.",he has shown outstanding skills in multitasking where he has integrated firebase to the business to business flutter application on the login and signup pages as well as integrating django backend to the data manipulation system with time joshua will be a very great developer put in more efforts and dont give up,"{'neg': 0.036, 'neu': 0.794, 'pos': 0.17, 'compound': 0.8516}",0.8516,Excellent
4798,No activity personally assigned though letter delivery is part of the things we handle here. Davin is flexible and good at adapting.,no activity personally assigned though letter delivery is part of the things we handle here davin is flexible and good at adapting,"{'neg': 0.085, 'neu': 0.731, 'pos': 0.185, 'compound': 0.3818}",0.3818,Good
4799,Understood the work environment and the technicalities there within.,understood the work environment and the technicalities there within,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
4801,Sonia has improved greatly in especially areas of Systems Administration and has been an asset to the Department.,sonia has improved greatly in especially areas of systems administration and has been an asset to the department,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.6808}",0.6808,Good
4802,Ms. Rashidah has gained some knowledge on sharing resources using virtual machines. She has also gained competence in building PCs.,ms rashidah has gained some knowledge on sharing resources using virtual machines she has also gained competence in building pcs,"{'neg': 0.0, 'neu': 0.68, 'pos': 0.32, 'compound': 0.7906}",0.7906,Good
4803,Ms. Rashidah has been a dedicated Intern. The desire to keep learning on a daily will help her gain greater heights.,ms rashidah has been a dedicated intern the desire to keep learning on a daily will help her gain greater heights,"{'neg': 0.0, 'neu': 0.528, 'pos': 0.472, 'compound': 0.9231}",0.9231,Excellent
4804,Sonia exhibited creativity when she improved on the Departments Capacityies in records management. She has kept progressive.,sonia exhibited creativity when she improved on the departments capacityies in records management she has kept progressive,"{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.6908}",0.6908,Good
4806,Work well done with a Professional touch,work well done with a professional touch,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.2732}",0.2732,Good
4807,The experiments this week have focused on making alterations to the mode too improve the accuracy. This involved changing the model architecture to include batch normalization and the training tasks are still in progress. I have also asked him to start drafting the internship report and share it for review.,the experiments this week have focused on making alterations to the mode too improve the accuracy this involved changing the model architecture to include batch normalization and the training tasks are still in progress i have also asked him to start drafting the internship report and share it for review,"{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.8591}",0.8591,Excellent
4808,Always willing to learn and practice new skills and engage practically in the training.,always willing to learn and practice new skills and engage practically in the training,"{'neg': 0.0, 'neu': 0.844, 'pos': 0.156, 'compound': 0.34}",0.34,Good
4809,Nicholas has managed to complete internship. He is supposed to present end of internship report explaining in detail all the new skills he has acquired.,nicholas has managed to complete internship he is supposed to present end of internship report explaining in detail all the new skills he has acquired,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
4812,Internship concluded,internship concluded,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
4813,"Despite a few challenges, Powell has managed to complete internship. He is supposed to present end of internship report explaining in detail all the new skills he has acquired.",despite a few challenges powell has managed to complete internship he is supposed to present end of internship report explaining in detail all the new skills he has acquired,"{'neg': 0.042, 'neu': 0.958, 'pos': 0.0, 'compound': -0.0572}",-0.0572,Poor
4814,"Patience exhibited maturity and ownership when she represented the company at the Road show. She has ""hidden"" marketing and sales skills which is a plus given her technical abilities. We have recommended her for more company representations going forward.",patience exhibited maturity and ownership when she represented the company at the road show she has hidden marketing and sales skills which is a plus given her technical abilities we have recommended her for more company representations going forward,"{'neg': 0.0, 'neu': 0.907, 'pos': 0.093, 'compound': 0.4215}",0.4215,Good
4815,AL's SRS documents have been matching our quality requirements,als srs documents have been matching our quality requirements,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
4816,Frequent feedback needed while working remotely.,frequent feedback needed while working remotely,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
4817,He is compliant,he is compliant,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
4818,Good TIme Management and team Work Skills.,good time management and team work skills,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",0.4404,Good
4819,"Good a student, eager to learn",good a student eager to learn,"{'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.6597}",0.6597,Good
4820,"Despite a few challenges, Owen has managed to complete internship. He is supposed to present end of internship report explaining in detail all the new skills he has acquired.",despite a few challenges owen has managed to complete internship he is supposed to present end of internship report explaining in detail all the new skills he has acquired,"{'neg': 0.042, 'neu': 0.958, 'pos': 0.0, 'compound': -0.0572}",-0.0572,Poor
4821,We wish Brian the very best.,we wish brian the very best,"{'neg': 0.0, 'neu': 0.357, 'pos': 0.643, 'compound': 0.8016}",0.8016,Good
4822,Great progress from your end this week.,great progress from your end this week,"{'neg': 0.0, 'neu': 0.42, 'pos': 0.58, 'compound': 0.7845}",0.7845,Good
4823,"The tasks expected to be delivered included introducing the cache system with redis to the https://auth.boostedtechs.com . However, our contract ends in this week without more key modules being integrated to the boosted auth upgrade.",the tasks expected to be delivered included introducing the cache system with redis to the httpsauthboostedtechscom  however our contract ends in this week without more key modules being integrated to the boosted auth upgrade,"{'neg': 0.0, 'neu': 0.932, 'pos': 0.068, 'compound': 0.3612}",0.3612,Good
4824,"Completed:
               Configuring the network (VLAN) using the network software (Putty)
                Configuring the network devices (router, switches, computers)
               Creation of Vlans, and general security network configurations.
               Trunking ports and setting the Access ports as per the identified Vlans","completed
               configuring the network 
                configuring the network devices 
               creation of vlans and general security network configurations
               trunking ports and setting the access ports as per the identified vlans","{'neg': 0.0, 'neu': 0.886, 'pos': 0.114, 'compound': 0.5423}",0.5423,Good
4825,got exposed to business analysts and how stories of clients are translated into code.,got exposed to business analysts and how stories of clients are translated into code,"{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.0772}",-0.0772,Poor
4826,the intern learnt and was exposed to power management in the DC and how different DC services such as colocation and Backup as a service works.,the intern learnt and was exposed to power management in the dc and how different dc services such as colocation and backup as a service works,"{'neg': 0.049, 'neu': 0.951, 'pos': 0.0, 'compound': -0.0772}",-0.0772,Poor
4827,Indulge more of self into research so that you can polish up to the best,indulge more of self into research so that you can polish up to the best,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.6369}",0.6369,Good
4829,All the tasks assigned to her were finished in time.,all the tasks assigned to her were finished in time,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
4830,She must have been greatful through the system administration tasks directed to her.,she must have been greatful through the system administration tasks directed to her,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
4831,Promising student,promising student,"{'neg': 0.0, 'neu': 0.27, 'pos': 0.73, 'compound': 0.4019}",0.4019,Good
4832,The trainee handled user support and also participated in the repairs of computers and printers. He has also been troubleshooting network breakdown,the trainee handled user support and also participated in the repairs of computers and printers he has also been troubleshooting network breakdown,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.5267}",0.5267,Good
4833,Concentration to tasks reduced in this week,concentration to tasks reduced in this week,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
4834,Patrick is a promising student please keep it up,patrick is a promising student please keep it up,"{'neg': 0.0, 'neu': 0.583, 'pos': 0.417, 'compound': 0.6124}",0.6124,Good
4835,"Great Kyagaba, for putting in time to practice what you have learnt, more practice for the best.",great kyagaba for putting in time to practice what you have learnt more practice for the best,"{'neg': 0.0, 'neu': 0.644, 'pos': 0.356, 'compound': 0.8519}",0.8519,Excellent
4836,..,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
4837,Miss Nakityo finalized working on the functionality of the Notifications and Results pages.,miss nakityo finalized working on the functionality of the notifications and results pages,"{'neg': 0.118, 'neu': 0.882, 'pos': 0.0, 'compound': -0.1531}",-0.1531,Poor
4838,Miss Nakityo was able to work on the Score feature for the students and finish it.,miss nakityo was able to work on the score feature for the students and finish it,"{'neg': 0.096, 'neu': 0.904, 'pos': 0.0, 'compound': -0.1531}",-0.1531,Poor
4840,Jonah completed the business to business platform tasks which were assigned to him during the internship. He as well managed to multi-task as he also gave in time to learn Data Science with the Data Science internship team. Thanks for being cooperative and putting in your best to learn.,jonah completed the business to business platform tasks which were assigned to him during the internship he as well managed to multitask as he also gave in time to learn data science with the data science internship team thanks for being cooperative and putting in your best to learn,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.8481}",0.8481,Good
4841,well done!,well done,"{'neg': 0.0, 'neu': 0.295, 'pos': 0.705, 'compound': 0.3382}",0.3382,Good
4842,She is promising,she is promising,"{'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019}",0.4019,Good
4843,Performing user acceptance tests helped the intern to deal with the actual issues before setting the systems to operations,performing user acceptance tests helped the intern to deal with the actual issues before setting the systems to operations,"{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.4588}",0.4588,Good
4844,Innocent has managed to build an LSTM model for the next word prediction for Luganda which is a very impressive milestone. The next steps will involve making optimizations to this baseline and I look forward to working with him even after the internship.,innocent has managed to build an lstm model for the next word prediction for luganda which is a very impressive milestone the next steps will involve making optimizations to this baseline and i look forward to working with him even after the internship,"{'neg': 0.0, 'neu': 0.835, 'pos': 0.165, 'compound': 0.7841}",0.7841,Good
4845,"Student faced the challenge of a lost laptop, has been provided a temporary ministry laptop to complete the remainder of the task and is progressing well.",student faced the challenge of a lost laptop has been provided a temporary ministry laptop to complete the remainder of the task and is progressing well,"{'neg': 0.08, 'neu': 0.801, 'pos': 0.118, 'compound': 0.0258}",0.0258,Neutral
4846,"He is always looking for tasks. Very enthusiastic
He is learning a lot","he is always looking for tasks very enthusiastic
he is learning a lot","{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.5413}",0.5413,Good
4847,"His system’s development supervisor says he is a quick learn and loves to do his assignments in time.
He needs to do more projects to perfect his programming skills.","his system’s development supervisor says he is a quick learn and loves to do his assignments in time
he needs to do more projects to perfect his programming skills","{'neg': 0.0, 'neu': 0.779, 'pos': 0.221, 'compound': 0.8255}",0.8255,Good
4848,Elijah managed to create monitoring and notification tools for the delivery pipeline. He has also demonstrated the need for continuity of a project by writing system documentation.,elijah managed to create monitoring and notification tools for the delivery pipeline he has also demonstrated the need for continuity of a project by writing system documentation,"{'neg': 0.0, 'neu': 0.925, 'pos': 0.075, 'compound': 0.2732}",0.2732,Good
4849,Elijah demonstrated good communication skills and troubleshooting by synchronizing with the NSSF hi-innovator team to build a CICD pipeline for the NSSF platform. Shortening the time of software delivery,elijah demonstrated good communication skills and troubleshooting by synchronizing with the nssf hiinnovator team to build a cicd pipeline for the nssf platform shortening the time of software delivery,"{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.5574}",0.5574,Good
